,ts_code,name,main_business,business_scope
2412,600321.SH,*ST正源,"主要业务:工程施工,玻璃深加工和人造板生产.主要产品:中高密度纤维板.",控股公司服务；投资与投资管理(不得从事非法集资、吸收公众资金等金融活动)；房地产开发与销售；工业与民用建筑总承包，木制品、混凝土构件生产，水利、路桥、市政工程施工；幕墙装饰；水电设备安装；开发、研制科技产品及相关技术培训、交流；消防施工；出口本企业自产的镀膜玻璃、钢化、中空、夹胶、工艺玻璃、中密度秸秆人造板、其他高新技术产品；进口本企业生产、科研所需原辅材料，机器设备，仪器仪表、零配件。房屋铝、塑门窗制作、安装；轻钢结构制作、安装；室内外装饰、装修(以上凭资质证经营)；家具；秸秆木质人造板、饰面板、地板、凹板印刷纸、浸渍装饰纸的制造和销售(含出口)；溅射镀膜；中空、钢化、夹胶玻璃及玻璃制品，玻璃深加工；玻璃机械设备，配件的制造、销售；加工、销售强化地板、中高密度纤维板、刨花板、建筑模板。生产、销售甲醛：8万吨/年(生产地址：双流航空港长城路1号)；厂房物业租赁；物流、运输。农、林、牧产品批发、建材、电气设备、五金产品的批发。
2413,600322.SH,天房发展,"主要业务:房地产开发经营,出租.",房地产开发和销售；房地产信息咨询服务、中介服务；商品房代理销售；自有房屋租赁；房屋置换；以下限分支机构经营：物业管理；建筑设计、咨询；金属材料、建筑材料；工程项目管理及咨询服务(以上范围内国家有专营专项规定的按规定办理)。
2414,600323.SH,瀚蓝环境,主要业务:自来水生产和供应.,自来水的生产和供应；供水工程的设计、安装及技术咨询；销售：供水设备及相关物资；路桥及信息网络设施的投资；房地产经营；污水及废物处理设施的建设、设计、管理、经营、技术咨询及配套服务；销售：污水及废物处理设备及相关物资。
2415,600325.SH,华发股份,"主要产品:本公司主要产品是住宅,车库及商铺等.",房地产经营、物业管理；批发零售、代购代销：建筑材料、金属材料(不含金)、建筑五金、五金工具、电子产品及通信设备(不含移动通信终端设备)、化工原料(不含化学危险品)、五金交电、化工。
2416,600326.SH,西藏天路,主营业务:公路工程施工的基础设施建设.,公路工程施工总承包(贰级)；公路路面工程专业承包(壹级)；桥梁工程专业承包(壹级)；市政公用工程施工总承包(贰级)；公路路基工程专业承包(贰级)；铁路工程施工总承包(三级)；房屋建筑工程施工总承包(贰级)；水利水电工程施工总承包(三级)；与公路建设相关的建筑材料(含水泥制品)的生产、销售；筑路机械配件的经营、销售；汽车维修；塑料制品；氧气制造、销售。承包境外公路工程和境内国际招标工程，上述境外工程所需的设备、材料出口，对外派遣实施上述工程所需的劳务人员。
2417,600327.SH,大东方,"主要业务:百货零售,汽车零售,超市,餐饮服务.",食品、黄金、珠宝销售；农副产品收购；肉蛋、水产品、净菜的零售；餐饮服务；综合货运站(场)(仓储)，普通货运；国内贸易(国家有专项规定的，办理审批手续后经营)；金饰品的修理改制；家用电器的安装、维修；服装、眼镜的加工服务；商品包装；自有场地出租；经济信息咨询服务；利用本厦自身媒介设计、制作、发布国内广告；网络技术咨询、转让；计算机软件开发销售；美容；停车场服务；验光、配镜服务；摄影；钟表修理；图书、报刊、卷烟、雪茄烟的零售(凭有效许可证经营)；娱乐经营场所。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2418,600328.SH,兰太实业,"主要产品:盐,金属钠,液氯,ADC发泡剂.",生产、销售加碘食用盐、化工原料盐、沐浴盐、果蔬洗涤盐、农牧渔业盐产品；金属钠、高纯钠、液氯盐化工产品；氯酸钠、氯化异氰尿酸、氯化聚乙烯(分公司经营)、氢气；天然胡萝卜素系列产品、盐藻粉、螺旋藻产品、盐田生物产品；蒸汽；利用余热发电；水产品的生产、加工、销售；食用盐的批发；污水处理、中水回用(只限工业用)；压力管道安装；压力容器制造；锅炉安装、维修、改造；金属桶制造、轴承、齿轮、传动和驱动部件的制造；输送机械制造；起重机械安装、维修；进出口经营、代理；餐饮住宿；物业管理。
2419,600329.SH,中新药业,"主要产品:速效救心丸,牛黄降压丸,藿香正气软胶囊,更年安,银翘解毒片,金芪降糖片,紫龙金片,痹祺胶囊,血府逐瘀胶囊,安福隆干扰素,格列齐特,法洛西,特子社复等.",中药材、中成药、中药饮片、西药制剂、化学药品原料药制造(3810)、化学药品制剂、新草药、医疗器械、营养保健品、化学试剂加工、制造、批发、零售；中药外配加工；卫生用品、健身器材、生活及环境卫生用消毒用品、药物护肤产品、日用百货、服装、鞋帽、家用电器、日用杂品；仓储、宣传广告、技术开发、转让、经济信息咨询服务、房屋租赁；计算机及软件、分析仪器的代购、代销、批发、零售；计划生育用品零售；药用设施租赁；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务(国有限定公司经营和国家禁止进出口的商品及技术除外)；经营进料加工和“三来一补”业务；中药材收购；下列项目由分支机构经营：医疗包装材料、畜用药、饵料添加剂、饲料、饵料、畜禽药品制造、饲料添加剂制造、牲畜饲养、淡水动植物养殖、餐饮、会议服务；定型包装食品、食用油、副食、调料销售；纯净水、卫生用品制造；定型包装饮用水；瓶装纯净水生产经营；饮料；固体饮料；茶饮料生产经营；限分支机构经营：抗生素、生化药品的销售；诊疗科目：医学检验科、中医科、内科专业、儿科专业、皮肤科专业、针灸科专业；生物制品、诊断药品、二类精神药品制剂销售；包装印刷；道路运输；酒(黄酒、酒精)、糖、茶、饮料品、蜂产品代购、代销；麻醉药品(限罂粟壳)；医疗用毒性药品；蛋白质同化剂、肽类激素的批发；食品、预包装食品、散装食品销售；生物工程及生物制品、化工产品(危险品除外)的研究开发与销售；保健食品批发经营(片剂类、硬胶囊类、袋泡茶类、口服液类)；食用农产品批发、零售；科学研究和技术服务业(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2420,600330.SH,天通股份,"主要产品:从事的的产品为:磁性材料,电子表面贴装产品,ONU,EOC等.主营业务:从事的的业务为:磁性材料,磁电子器件,通信设备终端等的生产和销售,电子制造服务(EMS).",磁性材料、电子元件、机械设备的生产、销售及技术开发，蓝宝石晶体材料、压电晶体材料的生产、加工及销售，太阳能光伏发电，实业投资。经营自产产品及相关技术的出口业务，经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务。
2421,600331.SH,宏达股份,"主要产品:锌锭,锌合金,锌精矿,铅精矿以及磷酸盐系列产品,复合肥等.主营业务:有色金属锌的采,选,冶炼,加工和销售,以及磷化工产品的生产和销售.",肥料生产(需通过环评后方可开展经营活动)销售；肥料研发；饲料级磷酸氢钙、氯碱、硫酸42万吨/年、磷酸20万吨/年(限什邡市洛水镇南元村生产销售)、硫酸14万吨/年(限什邡市师古镇慈山村生产销售)、塑料编织袋、石膏及石膏制品、锌锭、锌合金及其废渣中提取的金属材料、稀有金属(钼、铟、锗)、氧化锌的生产销售；包装装潢印刷品印刷(凭有效许可证开展经营活动)；危险货物运输(凭有效许可证开展经营活动)；普通货运(限由分支机构凭道路运输经营许可证经营)；建工建材、化工原料批发零售，矿产品(国家限制经营的除外)销售；经营本企业和本企业成员企业自产产品及相关技术的出口业务(国家组织统一联合经营的出口商品除外)；经营本企业和本企业成员企业生产所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务(国家实行核定公司经营的进口商品除外)；经营本企业的进料加工和“三来一补”业务。(依法须经批准的项目，经相关部门批准后方可从事经营活动)。
2422,600332.SH,白云山,"主要产品为消渴丸,夏桑菊,乌鸡白凤丸,华佗再造丸,蜜炼川贝枇杷膏,清开灵口服液,小柴胡冲剂等,西药制造企业主要产品为头孢硫脒,阿莫西林等化学制剂药,头孢曲松钠等化学原料药,预包装食品制造企业主要产品为王老吉凉茶等.",药品研发；化学药品原料药制造；化学药品制剂制造；中成药生产；中药饮片加工；生物药品制造；卫生材料及医药用品制造；西药批发；中成药、中成药饮片批发；药品零售；保健食品制造；茶饮料及其他饮料制造；非酒精饮料、茶叶批发；食品添加剂制造；瓶(罐)装饮用水制造；果菜汁及果菜汁饮料制造；固体饮料制造；碳酸饮料制造；化妆品制造；化妆品及卫生用品批发；化妆品及卫生用品零售；口腔清洁用品制造；清洁用品批发；肥皂及合成洗涤剂制造；医疗诊断、监护及治疗设备批发；医疗诊断、监护及治疗设备零售；非许可类医疗器械经营；许可类医疗器械经营；医疗用品及器材零售(不含药品及医疗器械)；预包装食品批发；预包装食品零售；兽用药品制造；兽用药品销售；其他酒制造；酒类批发；酒、饮料及茶叶零售；化工产品批发(含危险化学品；不含成品油、易制毒化学品)；化工产品零售(危险化学品除外)；技术进出口；货物进出口(专营专控商品除外)；物业管理；房屋租赁；运输货物打包服务；车辆过秤服务；房地产开发经营；停车场经营；货运站服务；道路货物运输。
2423,600333.SH,长春燃气,"天然气,混合燃气,焦炉煤气,冶金焦炭,煤焦油的生产,销售,天然液化石油气供应,燃气工程安装.",煤气、焦炭、煤焦油生产销售、天然气销售、电力项目开发、燃气管理、燃器具生产销售；不动产租赁服务项目；液化气供应、煤焦油深加工、燃气工程安装；粗苯生产、销售(仅限分公司持证经营)(以上各项国家法律法规禁止的不得经营，应经专项审批的项目未获批准之前不得经营)。
2424,600335.SH,国机汽车,主营业务为汽车贸易综合服务,许可经营项目：(无)。一般经营项目：汽车(小轿车除外)及配件销售；货物进出口(法律、行政法规另有规定的除外)；自有房屋租赁；商务信息咨询；仓储(危险品及易制毒品除外)(以上经营范围涉及行业许可的凭许可证件，在有效期内经营，国家有专项专营规定的按规定办理)。
2425,600336.SH,澳柯玛,"主要产品:冰柜,冰箱,展示柜,空调器,自动售货机,锂离子电池,共轭亚油酸等产品的生产与经营.",制冷产品(冰柜、冰箱、展示柜、制冰机、空调、酒柜、商用冷链设备)、洗衣机、日用家电、消毒抑菌设备、家用厨房电器具、净水设备、水槽、锂电池、自动售货机、电动车产品、热泵热风机、空气源热泵的制造、销售、技术开发、技术咨询；家用电器配件销售；家用电器维修、安装、调试、保养；软件开发与销售，电子产品、仪器及实验仪器的批发，自动化智能控制设备，库架一体立体冷库的制造、销售和安装；物流方案设计、物流信息咨询服务、货物搬运、道路货物运输、冷链运输以及冷冻、冷藏品的仓储、装卸服务、普通快递(非危险品)收发、运输、存储服务；仓储服务(不含危险品)；机械设备租赁；以自有房屋对外出租；经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务(但国家限定公司经营或禁止进出的商品及技术除外)。(依法须经批准的项目，须相关部门批准后方可开展经营活动)。
2426,600337.SH,美克家居,"主要产品:餐桌,餐椅,茶几,橱柜.",家具、装饰装璜材料、灯具及配套产品的开发、设计、生产和全国连锁销售；家具批发；饰物装饰设计服务、家居设计、手工艺术品制作及销售；针纺织品、厨具、日用百货、办公用品、饰品、服装鞋帽、五金交电、工艺美术品、食品、酒、饮料、茶叶、图书、报刊、音像制品、电子和数字出版物、文化用品的销售；家具展示；家具维修；商务咨询、文化艺术咨询服务、创意策划服务、文化艺术交流策划、企业形象策划、市场营销策划；室内娱乐活动；会议、展览及相关服务；连锁加盟服务；增值电信业务；道路普通货物运输；货物存储(危化品除外)；货运代理服务；商品装卸搬运；自营和代理各类商品及技术的进出口业务(国家限定公司经营和国家禁止进出口的商品及技术除外)；经营对销贸易、转口贸易、进料加工和“三来一补”业务；餐饮服务、餐饮管理；房屋租赁、家具租赁、设备租赁；场地出租、停车场服务；木材经营及加工。(以上商品须经国家专项审批的，在取得相关许可后，方可从事经营活动，具体经营项目以许可证载明项目为准；涉及国营贸易、配额许可证管理、出口配额招标、专项规定管理的商品应按国家有关规定办理)。
2427,600338.SH,西藏珠峰,"主要产品:摩托车整车,摩托车配件.",矿产资源的勘察、采矿、选矿、冶炼及其产品的销售；国内贸易和进出口业务(国家有限制、禁止或许可的除外)；矿产资源技术和信息的研发、服务和转让；对矿产资源项目的投资与管理。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2428,600339.SH,中油工程,"主要产品:塑料类,沥青类,甲乙酮类,添加剂类,润滑油类,垫片类,化工产品类,润滑油类.",工程总承包服务；工程项目管理服务；工程勘察设计；环境保护监测；技术检测服务；信息系统集成服务；软件开发；机械设备、金属制品、五金产品、化工产品(不含危险化学品)的销售；专业化设计服务；建筑工程机械与设备租赁；货物进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2429,600340.SH,华夏幸福,"主要业务板块包括产业园区开发和房地产开发两大业务板块,产业园区开发核心产品包括产业新城和产业小镇.",对房地产、工业园区及基础设施建设投资；房地产中介服务；提供施工设备服务；企业管理咨询；生物医药研发、科技技术推广服务(科技企业孵化)。
2430,600343.SH,航天动力,"主营业务:智能燃气表,泵及泵系统,液力传动产品,电机,建筑安装,化工装备,合同能源管理等.",航天技术流体机械系列液力变矩器、泵、阀、水轮机、汽轮机及成套装置、液压元件、液压系统，计量器具、智能仪器仪表、物联网通信、自动化控制设备、高低压配电设备等机电产品的研究、设计、生产、试验、销售；通讯设备、计算机的研制开发、生产、销售；一体化节能业务(包含循环水整体节能，余热余压利用等)的方案设计、施工及咨询，合同能源管理；技术咨询、技术服务；环境工程、环保工程、市政工程总承包；消防设施工程施工、安装、维保；机电安装工程施工、电子与智能化工程施工；空调制冷成套设备安装；暖通设备安装；承接境外与出口自产设备相关的工程和境内国际招标工程，以及上述所需的设备、材料的出口，对外派遣实施上述所需的劳务人员；一般货物、技术的进出口；进料加工和“三来一补”业务；建筑材料、冶金原料、环保设备、车辆的代理销售，一般货物贸易。(国家有专项规定的经审批后方可经营)
2431,600345.SH,长江通信,"主要产品:智能化终端(北斗定位终端,视频监控终端,移动通信终端),管理平台和信息化应用软件,信息电子配件和材料等.主营业务:提供智能化应用产品和解决方案的销售,系统集成和运营服务.",通信、半导体照明和显示、电子、计算机技术及产品的研制、生产、技术服务及销售；通信工程的设计、施工(须持有效资质经营)；通信信息咨询服务；经营本企业和成员企业自产产品及技术的出口业务；经营本企业和成员企业科研生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务(国家限定公司经营和国家禁止进出口的商品除外)；对外投资；项目投资。
2432,600346.SH,恒力股份,"主要从事PTA,聚酯切片,民用涤纶长丝,工业涤纶长丝,聚酯薄膜,工程塑料的生产,研发和销售,同时对外提供电力,蒸汽等产品",生产和销售化学纤维(不含化学危险品)；货物进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2433,600348.SH,阳泉煤业,"主要产品:洗块煤,洗粉煤,洗末煤,煤泥,供热.",煤炭生产、洗选加工、销售(仅限分支机构)。设备租赁；批发零售汽车(除小轿车)、施工机械配件及材料；汽车修理；道路普通货物运输；电力生产、销售、供应、承装(修、试)电力设备(仅限分公司)；热力生产、销售、供应；煤层气开发、管道燃气(仅限分公司)；煤层气发电及销售；粉煤灰、石膏生产及销售；电器试验检验、煤质化验、油样化验、机电检修；城市公共交通运输。省内客运包车，道路旅客运输。
2434,600350.SH,山东高速,"主要业务:经营和管理山东境内的济南至青岛高速公路,泰安至曲阜一级公路,济南黄河大桥,滨州黄河大桥,平阴黄河大桥,济南黄河二桥.",对高等级公路、桥梁、隧道基础设施的投资、管理、养护、咨询服务及批准的收费，救援、清障；仓储(不含化学危险品)；装饰装修；建筑材料的销售；对港口、公路、水路运输投资；公路信息网络管理；汽车清洗。
2435,600351.SH,亚宝药业,"主要产品:丁桂儿脐贴,曲克芦丁片.",药品生产、药品销售：贴剂、中药提取、小容量注射剂、小容量注射剂(含抗肿瘤药)、软膏剂、巴布膏剂、原料药、冻干粉针剂、冻干粉针剂(含抗肿瘤药)、片剂(含外用)、硬胶囊剂、软胶囊剂、颗粒剂、乳膏剂、贴膏剂、糊剂、散剂、茶剂、口服液、煎膏剂(膏滋)、凝胶贴膏、精神药品、精神药品(氯氮卓、地西泮片)、胶贴、醒脑贴、退热贴、透皮贴剂、巴布剂、药用辅料、中药材种植、中药饮片加工、医疗器械、卫生材料、保健用品、药用包装材料、塑料制品；医疗器械生产、医疗器械销售：无纺布胶带、珠光膜胶带、透气胶贴；化妆品生产：日用化妆品生产、销售；兽药生产、兽药经营：饲料生产、饲料添加剂生产；食品经营：保健品、保健食品、营养食品、特医营养食品、特殊医学用途配方食品、食品、饮料、饮料(其他饮料类、固体饮料类)、酒；药品经营；中西药的研究与开发；医药信息咨询及技术转让服务；互联网科技创新平台；资源与知识产权交易服务；道路运输；医药物流配送服务；经营本企业生产所需的原辅材料；仪器仪表、普通机械设备及零配件、化工产品(危化品除外)的销售；进出口：自营和代理各类商品和技术的进出口业务、经营本企业自产产品的出口业务；机械设备、零配件及技术的进口业务(国家限定公司经营和国家禁止出口的商品及技术除外)；经营进料加工和“三来一补”业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动，实际经营范围以工商登记为准)。
2436,600352.SH,浙江龙盛,"主要业务:分散染料,活性染料,酸性染料,化工中间体及染料助剂的开发,制造,销售.",染料及助剂、化工产品的技术开发、技术转让、技术咨询服务、生产、销售(化学危险品凭许可证经营)；上述产品的原辅材料、机械设备、仪器仪表及零配件、包装制品的销售。本企业自产的各类染料、助剂、化工中间体的出口；本企业生产、科研所需的原辅材料、机械设备、仪器仪表及零配件的进口，实业投资，资产管理。
2437,600353.SH,旭光股份,"主要产品:电子管,开关管(真空灭弧室)和固封极柱,高低压配电成套装置及电器元件(开关柜和断路器),光电器件.主营业务:金属陶瓷电真空器件,高低压配电成套装置,光电器件等产品研发,生产,销售.",研制、开发、生产和销售电子真空器件、电子整机、高低压成套配电装置、电子通信产品(不含无线电子发射设备)、电子元器件、集成电路、电子系统、电子应用产品、计算机软硬件、计算机网络产品、办公自动化设备；按中华人民共和国对外经济贸易合作部[1995]外经贸政审函字1529号文件核定范围，从事进出口业务。批发和零售电子电器设备、电子工业专用设备、模具、专用陶瓷、工业气体、建筑装饰材料、火灾计算机控制系统及消防器械；提供科技咨询服务。
2438,600354.SH,敦煌种业,"主要业务:玉米,棉花,西瓜,甜瓜,蔬菜等农作物良种的繁育,生产,加工,检测,包装和销售,以及相关下游农产品棉花的收购,加工,包装和销售业务.",粮食、瓜类、蔬菜、花卉、油料、牧草、棉花等农作物种子的引进、选育、繁殖、加工、储藏、销售；棉花的收购、加工(仅限分公司经营)、储藏、销售，其它农产品的收购、加工，农科产品的开发和推广，农业技术的引进、示范、推广、应用和咨询服务；果树、桑树、进出口，房地产开发(凭资质证经营)、商品房销售(凭许可证经营)；投资管理及咨询；化肥、地膜等农业生产资料的销售，农机产品的销售，商品粮的收购销售(依法须经批准的项目，经相关部门批准后方可开展经营)。
2439,600355.SH,精伦电子,"主要产品:智能控制产品,商用终端产品和智能互联产品.主营业务:智能控制产品,商用终端产品和智能互联产品的开发,销售和运营.",电子、通信、仪器仪表、电机和电子电工机械专用设备的研发、制造、销售、技术服务和技术推广(含税控设备、居民身份证读卡机具、彩票机具、IC卡读写设备、智能监控产品、电力系统自动化设备和软件、电子交易终端设备和软件、商用密码产品-凭合法有效许可证经营)；经营货物进出口、技术进出口(国家限制经营的货物和技术除外)。
2440,600356.SH,恒丰纸业,"主要产品:卷烟纸,滤嘴棒纸,铝箔衬纸.",纸、纸浆和纸制品的制造、销售;造纸原辅料生产、销售及技术开发；制浆、造纸工艺设计和技术服务，造纸机械设备的加工、安装和维修；经营公司自产产品及技术的出口业务；经营公司生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务。
2441,600358.SH,国旅联合,"主要业务:运输业,旅游业,房地产业,彩票业.",旅游产业投资，旅游信息咨询服务，酒店管理及度假区管理咨询，投资咨询，国内贸易，旅游电子商务，实物租赁，实业投资，股权投资和股权投资管理，体育运动项目经营(高危险性体育项目除外)，体育赛事组织服务，文化、艺术活动策划，组织文化艺术交流活动(不含演出)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2442,600359.SH,新农开发,主要产品:棉花.,"农业种植；牧渔养殖；农产品、畜产品的生产、加工及销售；种子及种衣剂的生产及销售；农业机械制造及修理;塑料制品,皮革制品的销售;汽车运输。自营和代理各类商品和技术的进出口业务(国家限定公司经营或禁止进出口的商品和技术除外)。棉纺织品的生产、销售。"
2443,600360.SH,华微电子,"主要产品:功率半导体器件产品.主营业务:功率半导体器件的设计研发,芯片制造,封装测试,销售等业务.",半导体分立器件、集成电路、电力电子产品、汽车电子产品、自动化仪表、电子元件、应用软件的设计、开发、制造与销售。经营本企业自产产品及相关技术的出口业务(国家限定公司经营或禁止出口的商品除外)；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进出口业务(国家限定公司经营或禁止进口的商品除外)；经营本企业的进料加工和“三来一补”业务；有储存(氢气、氧气、氮气)，无储存(砷烷、硼烷、磷烷、氯气、硫酸、盐酸、丙酮)零售、批发。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2444,600361.SH,华联综超,主要业务:经营大型综合超市和百货店.,销售医疗器材、包装食品、包装饮料、酒；中餐(含制售主食、西食制品)；西餐；零售、邮购公开发行的国内版书刊；零售烟；以下项目限分支机构经营：销售生鲜蔬果、粮油食品、副食品、定型包装食品(含乳冷食品)、散装直接入口食品、散装非直接入口食品、熟食制品、水产、鲜肉、禽蛋、茶叶、腐蚀品、次氯酸钠溶液、药品零售(具体以药品经营许可证中核定的为准)；零售乳制品(含婴幼儿配方乳粉)、预包装食品、避孕器械、音像制品；现场制售：主食(油炸食品、米面制品)、肉制品、熟食制品、焙烤食品、烤鸡、烤鸭、寿司、中西糕点(含裱花蛋糕)及面包、豆制品、豆腐、豆浆；现场分装销售熟肉制品；加工农副产品；美容美发；普通货运；经营保健食品；以下项目限北京地区以外的分公司取得专项许可后开展经营活动：现场加工蔬菜水果坚果，现场制售方便食品(含米面熟制品、方便菜)；销售百货、针纺织品、日用杂品、五金交电、化工轻工材料(不含危险化学品及一类易制毒产品)、土产品、建筑材料、装饰材料、工艺美术品、首饰(金银饰品除外)、家具、电子计算机及其外部设备、制冷空调设备、饮食炊事机械、劳保用品、金属材料、机械电器设备、橡胶制品、塑料制品、陶瓷制品、仪器仪表、农机具、花卉；打字；零售内销黄金、白银饰品；劳务服务；日用品修理；摄影；仓储服务；承办展览、展示；组织文化艺术交流活动(演出除外)；信息咨询；以下项目限分支机构经营：销售通信器材、文化办公用品、汽车配件、电动车、摩托车及配件、健身器材设施；收购、销售农副产品；洗衣服务；复印；健身服务；经营场地出租；技术开发、技术转让、技术服务；设计、制作、代理、发布广告。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。)
2445,600362.SH,江西铜业,"主要产品:阴极铜,黄金,白银,硫酸,铜杆,铜管,铜箔,硒,碲,铼,铋等.主营业务:铜的采选,冶炼和加工,贵金属和稀散金属的提取与加工,硫化工,以及金融,贸易等.",有色金属、稀贵金属采、选、冶炼、加工及相关技术服务；有色金属矿、稀贵金属、非金属矿、有色金属及相关副产品的冶炼、压延加工与深加工；与上述业务相关的硫化工及其延伸产品、精细化工产品；选矿药剂、橡胶制品；毒害品、腐蚀品、压缩气体、液化气体的生产和加工；自产产品的销售及售后服务、相关的咨询服务和业务；岩土边坡、测量与涵、隧道工程；机电、土木建筑维修与装潢；汽车与工程机械维修、流动式起重机械维修；钢丝增强液压橡胶软管组合件生产；合金耐磨产品铸造；矿山、冶炼专用设备制造、加工、安装、维修与销售；涂装、保温、防腐工程；工业设备清洗；货运代理、仓储(危险品除外)；从事境外期货套期保值业务。代理进出口业务(以上商品进出口不涉及国营贸易、进口配额许可证，出口配额招标、出口许可证等专项规定管理的商品；以上项目国家有专项规定的除外)。
2446,600363.SH,联创光电,"主要产品:LED芯片,显示及照明用LED器件及组件,背光源及组件,智能控制器及模块.主营业务:光电子器件及应用产品,电线电缆产品的研发,生产和销售.",自营和代理各类商品和技术的进出口业务；经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务(国家限定公司经营和国家禁止进出口的商品除外)；经营进料加工和“三来一补”业务。光电子元器件、半导体照明光源及控制系统、LED显示屏、光电通信线缆、电力电缆、继电器、通信终端与信息系统设备、其他电子产品、计算机的生产、销售。光电显示及控制系统的设计与安装，合同能源管理、系统节能工程、节能服务、太阳能及风力发电设备、网络及工业自动化工程及安装、亮化工程、智能建筑、安防监控系统工程。计算机应用服务，电声器材与声测量仪器，投资咨询。物业管理，房屋租赁，设备租赁；再生资源回收、拆解、利用；生产、销售税控收款机及相关产品服务.
2447,600365.SH,通葡股份,"主要产品:葡萄酒,果露酒.",葡萄酒及果酒、其他酒的制造、销售；土特产品收购、加工；物资运输；进出口贸易；自有房屋租赁。
2448,600366.SH,宁波韵升,"主要产品:稀土永磁材料.主营业务:稀土永磁材料的研发,制造和销售.",一般经营项目：磁性材料、汽车电机、伺服电动机及其驱动系统、机器人、无损检测仪器仪表、汽车配件、模具的制造、技术咨询；自有房屋、机械设备租赁；自营和代理各类货物和技术的进出口，但国家限定经营或禁止进出口的货物和技术除外；机电产品的批发、零售；普通货物的仓储；股权投资、创业投资、投资信息咨询。(上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目。)
2449,600367.SH,红星发展,"主要产品有碳酸钡,碳酸锶,不溶性硫磺,硫脲,电解二氧化锰,金属锰,硝酸锶,氯化锶,金属锶等.",无机化工产品、精细化工产品、新型环保建筑墙体材料的生产、销售(化学危险品仅限于硝酸钡、氯化钡、硫磺、硫脲、硫化钠)。
2450,600368.SH,五洲交通,"主要业务:广西壮族自治区内公路,桥梁的建设和经营管理.",经营收费公路、桥梁；对公路、桥梁、站场、港口、码头等交通基础设施投资、经营；房地产开发；建材、建筑设备、施工机械设备、五金交电、百货的购销；对物流园区、贸易业、金融业、矿业的投资。
2451,600369.SH,西南证券,"主营业务:证券经纪;证券承销与保荐;证券自营;证券资产管理;证券投资咨询;与证券交易,证券投资活动有关的财务顾问;证券投资基金代销等证券业务;融资融券,集合资产管理,代办系统主办券商等创新业务,并通过设立子公司开展直接股权投资业务;转融通,中小企业私募债券承销,债券质押式报价回购,约定购回式证券交易,参与利率互换交易等多项创新业务;代销金融产品业务资格,保险资金受托管理业务资格,股票质押式回购业务资格以及为期货公司提供中间介绍业务资格等.",证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；证券资产管理，融资融券；证券投资基金代销；代销金融产品，为期货公司提供中间介绍业务；股票期权做市。(按许可证核定期限从事经营)
2452,600370.SH,三房巷,"主要产品:印染布,纱,PBT树脂,电,蒸汽.",化纤原料及制品、棉制品、棉纺纱加工、印染布、涤棉布、色织布、服装生产与销售，布匹染整、印花、，自营和代理各类商品及技术的进出口业务，技术咨询，实业投资；电力生产；蒸汽。
2453,600371.SH,万向德农,"主要产品:玉米,牧草,油葵等农作物种子,高麦芽糖浆,啤酒专用糖浆,麦芽糊精等淀粉糖产品,玉米淀粉及胚芽,纤维,蛋白粉等副产品,生物驱油剂产品.",农业科学研究与试验发展，农业技术推广服务；农、林、牧产品销售；化肥销售；农业机械，汽车及配件销售；软件和信息技术服务；企业管理服务、社会经济咨询，实业投资；货物及技术进出口。
2454,600372.SH,中航电子,"主营业务:1.航空,防务及安全领域电子产品(系统,设备,器件,软件).2.民用电子产品及相关设备.3.智能装备(分系统和关键部件为主).4.创新项目孵化.",航空、航天、舰船、兵器等领域的机械电子、航空电子、自动控制、惯性导航、电子信息、雷达与火控系统、电子对抗、空中交通管制、飞参、综合照明、仪器仪表、基础元器件等产品的研发、生产和销售(在京外其他地区依法开展生产)；民用领域的通信网络、电子信息、集成电路、智慧城市与物联网、工业自动化、工业安全、轨道交通、节能环保与新能源电子、智能装备、传感器、特种电机、纺织机械、光学仪器等的设计、制造和销售(在京外其他地区依法开展生产)；经营范围内相关系统产品的进出口业务(以上项目国家有专项规定的除外)。
